Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2016,December,Greater Dandenong,2 Community,25 Other Transport,257 Other Transport Type/Area,22
2016,December,Greater Dandenong,2 Community,26 Justice,261 Police Station,205
2016,December,Greater Dandenong,2 Community,26 Justice,262 Court,"1,054"
2016,December,Greater Dandenong,2 Community,26 Justice,265 Other Justice Facility,7
2016,December,Greater Dandenong,2 Community,26 Justice,269 Other Justice (nec),3
2016,December,Greater Dandenong,2 Community,27 Open Space,271 Parkland/Reserve,180
2016,December,Greater Dandenong,2 Community,27 Open Space,272 Rural,1
2016,December,Greater Dandenong,2 Community,27 Open Space,273 Vacant Block,9
2016,December,Greater Dandenong,2 Community,27 Open Space,275 Other Open Space,22
2016,December,Greater Dandenong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"3,398"
2016,December,Greater Dandenong,2 Community,29 Other community location,291 Cemetery,6
2016,December,Greater Dandenong,2 Community,29 Other community location,292 Civic Centre,20
2016,December,Greater Dandenong,2 Community,29 Other community location,294 Car Wash,6
2016,December,Greater Dandenong,3 Other,31 Admin/professional,311 Business Office,750
2016,December,Greater Dandenong,3 Other,31 Admin/professional,312 Other Admin/Professional,40
2016,December,Greater Dandenong,3 Other,32 Financial,321 Bank,83
2016,December,Greater Dandenong,3 Other,32 Financial,323 ATM/Eftpos,14
2016,December,Greater Dandenong,3 Other,32 Financial,324 Other Financial,3
2016,December,Greater Dandenong,3 Other,33 Retail,331 Chemist/Pharmacy,44
2016,December,Greater Dandenong,3 Other,33 Retail,3310 24Hr Convenience,59
2016,December,Greater Dandenong,3 Other,33 Retail,3311 Restaurant/Fastfood,283
2016,December,Greater Dandenong,3 Other,33 Retail,3312 Other Retail,843
2016,December,Greater Dandenong,3 Other,33 Retail,332 Service Station,417
2016,December,Greater Dandenong,3 Other,33 Retail,333 Jeweller,20
2016,December,Greater Dandenong,3 Other,33 Retail,334 2nd Hand Dealer,24
2016,December,Greater Dandenong,3 Other,33 Retail,335 Supermarket,303
2016,December,Greater Dandenong,3 Other,33 Retail,336 Department Store,178
2016,December,Greater Dandenong,3 Other,33 Retail,337 Shopping Complex,474
2016,December,Greater Dandenong,3 Other,33 Retail,338 Car Sales Yard,87
2016,December,Greater Dandenong,3 Other,33 Retail,339 Milkbar,53
2016,December,Greater Dandenong,3 Other,34 Wholesale,341 Any Wholesale,20
2016,December,Greater Dandenong,3 Other,35 Warehousing/storage,351 Warehousing/Storage,181
2016,December,Greater Dandenong,3 Other,36 Manufacturing,361 Factory,552
2016,December,Greater Dandenong,3 Other,36 Manufacturing,362 Any Manufacturing,47
2016,December,Greater Dandenong,3 Other,37 Agricultural,371 Farmland/Agricultural,4
2016,December,Greater Dandenong,3 Other,37 Agricultural,373 Other Agricultural,3
2016,December,Greater Dandenong,3 Other,38 Recreational,381 Licensed Premises,191
2016,December,Greater Dandenong,3 Other,38 Recreational,382 Tab,14
2016,December,Greater Dandenong,3 Other,38 Recreational,383 Cinema,3
2016,December,Greater Dandenong,3 Other,38 Recreational,384 Sport Area/Facility,107
2016,December,Greater Dandenong,3 Other,38 Recreational,385 Gaming Venue,32
2016,December,Greater Dandenong,3 Other,38 Recreational,386 Other Rec./Sports,58
2016,December,Greater Dandenong,3 Other,39 Other location,391 Massage Parlour/Brothel,8
2016,December,Greater Dandenong,3 Other,39 Other location,392 Other Location (Not Elsewhere),428
2016,December,Greater Dandenong,3 Other,39 Other location,393 Construction Site,52
2016,December,Greater Dandenong,3 Other,39 Other location,394 Veterinary Clinic,2
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,803
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,112 House,"5,948"
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,113 Bungalow,28
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,60
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,115 Houseboat,1
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,116 Ministry Of Housing,127
2016,December,Greater Geelong,1 Residential,11 Dwelling - private,117 Farm House,11
2016,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,121 Boarding House,19
2016,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,122 Holiday Home,46
2016,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,123 Guest House,6
2016,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,124 Nursing Home,13
2016,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,53
2016,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,52
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,1310 Farm Building,20
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,132 Backyard,195
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,133 Frontyard,898
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,134 Garage,446
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,135 Shed,136
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,166
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),81
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,"1,075"
2016,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,41
2016,December,Greater Geelong,2 Community,21 Education,211 School,200
2016,December,Greater Geelong,2 Community,21 Education,212 School Grounds,59
2016,December,Greater Geelong,2 Community,21 Education,213 Other Educational,55
2016,December,Greater Geelong,2 Community,22 Health,221 Hospital,38
2016,December,Greater Geelong,2 Community,22 Health,222 Medical Centre,33
2016,December,Greater Geelong,2 Community,22 Health,223 Dental,3
2016,December,Greater Geelong,2 Community,22 Health,224 Other Health,49
2016,December,Greater Geelong,2 Community,23 Religious,231 Church,44
2016,December,Greater Geelong,2 Community,23 Religious,232 Other religious,4
2016,December,Greater Geelong,2 Community,24 Public Transport,241 Train,15
2016,December,Greater Geelong,2 Community,24 Public Transport,242 Train Station,197
2016,December,Greater Geelong,2 Community,24 Public Transport,243 Railway Carpark,261
2016,December,Greater Geelong,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2016,December,Greater Geelong,2 Community,24 Public Transport,245 Bus/Bus Stop,34
2016,December,Greater Geelong,2 Community,24 Public Transport,246 Depot/Terminal,4
2016,December,Greater Geelong,2 Community,24 Public Transport,249 Taxi,7
2016,December,Greater Geelong,2 Community,25 Other Transport,251 Private Car,35
2016,December,Greater Geelong,2 Community,25 Other Transport,252 Airfield,4
2016,December,Greater Geelong,2 Community,25 Other Transport,253 Boat,4
2016,December,Greater Geelong,2 Community,25 Other Transport,254 Dock/Wharf,6
2016,December,Greater Geelong,2 Community,25 Other Transport,255 Carpark (Single Level),483
2016,December,Greater Geelong,2 Community,25 Other Transport,256 Carpark (Multi Level),23
2016,December,Greater Geelong,2 Community,25 Other Transport,257 Other Transport Type/Area,41
2016,December,Greater Geelong,2 Community,26 Justice,261 Police Station,166
2016,December,Greater Geelong,2 Community,26 Justice,262 Court,295
2016,December,Greater Geelong,2 Community,26 Justice,264 Youth Training Centre,1
2016,December,Greater Geelong,2 Community,26 Justice,265 Other Justice Facility,8
2016,December,Greater Geelong,2 Community,26 Justice,269 Other Justice (nec),7
2016,December,Greater Geelong,2 Community,27 Open Space,271 Parkland/Reserve,185
2016,December,Greater Geelong,2 Community,27 Open Space,272 Rural,13
2016,December,Greater Geelong,2 Community,27 Open Space,273 Vacant Block,20
2016,December,Greater Geelong,2 Community,27 Open Space,274 Beach Foreshore,39
2016,December,Greater Geelong,2 Community,27 Open Space,275 Other Open Space,40
2016,December,Greater Geelong,2 Community,27 Open Space,276 Beach Car Park,24
2016,December,Greater Geelong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"3,680"
2016,December,Greater Geelong,2 Community,29 Other community location,291 Cemetery,3
2016,December,Greater Geelong,2 Community,29 Other community location,292 Civic Centre,28
2016,December,Greater Geelong,2 Community,29 Other community location,293 Gallery,1
2016,December,Greater Geelong,2 Community,29 Other community location,294 Car Wash,22
2016,December,Greater Geelong,3 Other,31 Admin/professional,311 Business Office,254
2016,December,Greater Geelong,3 Other,31 Admin/professional,312 Other Admin/Professional,63
2016,December,Greater Geelong,3 Other,32 Financial,321 Bank,119
2016,December,Greater Geelong,3 Other,32 Financial,322 Credit Society,2
2016,December,Greater Geelong,3 Other,32 Financial,323 ATM/Eftpos,14
2016,December,Greater Geelong,3 Other,32 Financial,324 Other Financial,2
2016,December,Greater Geelong,3 Other,33 Retail,331 Chemist/Pharmacy,84
2016,December,Greater Geelong,3 Other,33 Retail,3310 24Hr Convenience,78
2016,December,Greater Geelong,3 Other,33 Retail,3311 Restaurant/Fastfood,277
2016,December,Greater Geelong,3 Other,33 Retail,3312 Other Retail,973
2016,December,Greater Geelong,3 Other,33 Retail,332 Service Station,627
2016,December,Greater Geelong,3 Other,33 Retail,333 Jeweller,8
2016,December,Greater Geelong,3 Other,33 Retail,334 2nd Hand Dealer,13
2016,December,Greater Geelong,3 Other,33 Retail,335 Supermarket,373
2016,December,Greater Geelong,3 Other,33 Retail,336 Department Store,183
2016,December,Greater Geelong,3 Other,33 Retail,337 Shopping Complex,523
2016,December,Greater Geelong,3 Other,33 Retail,338 Car Sales Yard,89
2016,December,Greater Geelong,3 Other,33 Retail,339 Milkbar,42
2016,December,Greater Geelong,3 Other,34 Wholesale,341 Any Wholesale,19
2016,December,Greater Geelong,3 Other,35 Warehousing/storage,351 Warehousing/Storage,127
2016,December,Greater Geelong,3 Other,36 Manufacturing,361 Factory,124
2016,December,Greater Geelong,3 Other,36 Manufacturing,362 Any Manufacturing,50
2016,December,Greater Geelong,3 Other,37 Agricultural,371 Farmland/Agricultural,30
2016,December,Greater Geelong,3 Other,37 Agricultural,372 Orchard,1
2016,December,Greater Geelong,3 Other,37 Agricultural,373 Other Agricultural,17
2016,December,Greater Geelong,3 Other,38 Recreational,381 Licensed Premises,432
2016,December,Greater Geelong,3 Other,38 Recreational,382 Tab,3
2016,December,Greater Geelong,3 Other,38 Recreational,383 Cinema,2
2016,December,Greater Geelong,3 Other,38 Recreational,384 Sport Area/Facility,104
2016,December,Greater Geelong,3 Other,38 Recreational,385 Gaming Venue,26
2016,December,Greater Geelong,3 Other,38 Recreational,386 Other Rec./Sports,97
2016,December,Greater Geelong,3 Other,39 Other location,392 Other Location (Not Elsewhere),461
2016,December,Greater Geelong,3 Other,39 Other location,393 Construction Site,91
2016,December,Greater Geelong,3 Other,39 Other location,394 Veterinary Clinic,4
2016,December,Greater Shepparton,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,320
2016,December,Greater Shepparton,1 Residential,11 Dwelling - private,112 House,"2,265"
2016,December,Greater Shepparton,1 Residential,11 Dwelling - private,113 Bungalow,4
2016,December,Greater Shepparton,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,40
2016,December,Greater Shepparton,1 Residential,11 Dwelling - private,116 Ministry Of Housing,53
2016,December,Greater Shepparton,1 Residential,11 Dwelling - private,117 Farm House,14
2016,December,Greater Shepparton,1 Residential,12 Dwelling  - non-private,121 Boarding House,13
2016,December,Greater Shepparton,1 Residential,12 Dwelling  - non-private,123 Guest House,5
2016,December,Greater Shepparton,1 Residential,12 Dwelling  - non-private,124 Nursing Home,17
2016,December,Greater Shepparton,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,53
2016,December,Greater Shepparton,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,11
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,1310 Farm Building,20
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,132 Backyard,62
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,133 Frontyard,219
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,134 Garage,72
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,135 Shed,89
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,20
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),27
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,234
2016,December,Greater Shepparton,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,15
2016,December,Greater Shepparton,2 Community,21 Education,211 School,104
2016,December,Greater Shepparton,2 Community,21 Education,212 School Grounds,47
2016,December,Greater Shepparton,2 Community,21 Education,213 Other Educational,44
2016,December,Greater Shepparton,2 Community,22 Health,221 Hospital,24
2016,December,Greater Shepparton,2 Community,22 Health,222 Medical Centre,11
2016,December,Greater Shepparton,2 Community,22 Health,223 Dental,1
2016,December,Greater Shepparton,2 Community,22 Health,224 Other Health,11
2016,December,Greater Shepparton,2 Community,23 Religious,231 Church,18
2016,December,Greater Shepparton,2 Community,23 Religious,232 Other religious,1
2016,December,Greater Shepparton,2 Community,24 Public Transport,242 Train Station,5
2016,December,Greater Shepparton,2 Community,24 Public Transport,243 Railway Carpark,6
2016,December,Greater Shepparton,2 Community,24 Public Transport,245 Bus/Bus Stop,9
2016,December,Greater Shepparton,2 Community,24 Public Transport,249 Taxi,3
2016,December,Greater Shepparton,2 Community,25 Other Transport,251 Private Car,16
2016,December,Greater Shepparton,2 Community,25 Other Transport,255 Carpark (Single Level),169
2016,December,Greater Shepparton,2 Community,25 Other Transport,256 Carpark (Multi Level),2
2016,December,Greater Shepparton,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2016,December,Greater Shepparton,2 Community,26 Justice,261 Police Station,79
2016,December,Greater Shepparton,2 Community,26 Justice,262 Court,246
2016,December,Greater Shepparton,2 Community,26 Justice,265 Other Justice Facility,2
2016,December,Greater Shepparton,2 Community,26 Justice,269 Other Justice (nec),1
2016,December,Greater Shepparton,2 Community,27 Open Space,271 Parkland/Reserve,72
2016,December,Greater Shepparton,2 Community,27 Open Space,272 Rural,21
2016,December,Greater Shepparton,2 Community,27 Open Space,273 Vacant Block,5
2016,December,Greater Shepparton,2 Community,27 Open Space,274 Beach Foreshore,1
2016,December,Greater Shepparton,2 Community,27 Open Space,275 Other Open Space,17
2016,December,Greater Shepparton,2 Community,27 Open Space,276 Beach Car Park,1
2016,December,Greater Shepparton,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,398"
2016,December,Greater Shepparton,2 Community,29 Other community location,291 Cemetery,1
2016,December,Greater Shepparton,2 Community,29 Other community location,292 Civic Centre,7
2016,December,Greater Shepparton,2 Community,29 Other community location,293 Gallery,1
2016,December,Greater Shepparton,2 Community,29 Other community location,294 Car Wash,5
2016,December,Greater Shepparton,3 Other,31 Admin/professional,311 Business Office,98
2016,December,Greater Shepparton,3 Other,31 Admin/professional,312 Other Admin/Professional,32
2016,December,Greater Shepparton,3 Other,32 Financial,321 Bank,11
2016,December,Greater Shepparton,3 Other,32 Financial,323 ATM/Eftpos,4
2016,December,Greater Shepparton,3 Other,32 Financial,324 Other Financial,1
2016,December,Greater Shepparton,3 Other,33 Retail,331 Chemist/Pharmacy,49
2016,December,Greater Shepparton,3 Other,33 Retail,3310 24Hr Convenience,8
2016,December,Greater Shepparton,3 Other,33 Retail,3311 Restaurant/Fastfood,83
2016,December,Greater Shepparton,3 Other,33 Retail,3312 Other Retail,472
2016,December,Greater Shepparton,3 Other,33 Retail,332 Service Station,164
2016,December,Greater Shepparton,3 Other,33 Retail,333 Jeweller,2
2016,December,Greater Shepparton,3 Other,33 Retail,334 2nd Hand Dealer,14
2016,December,Greater Shepparton,3 Other,33 Retail,335 Supermarket,151
2016,December,Greater Shepparton,3 Other,33 Retail,336 Department Store,50
2016,December,Greater Shepparton,3 Other,33 Retail,337 Shopping Complex,85
2016,December,Greater Shepparton,3 Other,33 Retail,338 Car Sales Yard,14
2016,December,Greater Shepparton,3 Other,33 Retail,339 Milkbar,10
2016,December,Greater Shepparton,3 Other,34 Wholesale,341 Any Wholesale,6
2016,December,Greater Shepparton,3 Other,35 Warehousing/storage,351 Warehousing/Storage,64
2016,December,Greater Shepparton,3 Other,36 Manufacturing,361 Factory,11
2016,December,Greater Shepparton,3 Other,36 Manufacturing,362 Any Manufacturing,31
2016,December,Greater Shepparton,3 Other,37 Agricultural,371 Farmland/Agricultural,44
2016,December,Greater Shepparton,3 Other,37 Agricultural,372 Orchard,15
2016,December,Greater Shepparton,3 Other,37 Agricultural,373 Other Agricultural,14
2016,December,Greater Shepparton,3 Other,38 Recreational,381 Licensed Premises,92
2016,December,Greater Shepparton,3 Other,38 Recreational,384 Sport Area/Facility,72
2016,December,Greater Shepparton,3 Other,38 Recreational,385 Gaming Venue,23
2016,December,Greater Shepparton,3 Other,38 Recreational,386 Other Rec./Sports,56
2016,December,Greater Shepparton,3 Other,39 Other location,391 Massage Parlour/Brothel,9
2016,December,Greater Shepparton,3 Other,39 Other location,392 Other Location (Not Elsewhere),184
2016,December,Greater Shepparton,3 Other,39 Other location,393 Construction Site,10
2016,December,Greater Shepparton,3 Other,39 Other location,394 Veterinary Clinic,1
2016,December,Hepburn,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,13
2016,December,Hepburn,1 Residential,11 Dwelling - private,112 House,245
2016,December,Hepburn,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2016,December,Hepburn,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2016,December,Hepburn,1 Residential,11 Dwelling - private,117 Farm House,3
2016,December,Hepburn,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2016,December,Hepburn,1 Residential,12 Dwelling  - non-private,122 Holiday Home,16
2016,December,Hepburn,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2016,December,Hepburn,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2016,December,Hepburn,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,9
2016,December,Hepburn,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,1310 Farm Building,7
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,132 Backyard,25
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,133 Frontyard,37
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,134 Garage,11
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,135 Shed,28
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),4
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,41
2016,December,Hepburn,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2016,December,Hepburn,2 Community,21 Education,211 School,15
2016,December,Hepburn,2 Community,21 Education,212 School Grounds,5
2016,December,Hepburn,2 Community,21 Education,213 Other Educational,4
2016,December,Hepburn,2 Community,22 Health,221 Hospital,1
2016,December,Hepburn,2 Community,22 Health,222 Medical Centre,1
2016,December,Hepburn,2 Community,22 Health,224 Other Health,2
2016,December,Hepburn,2 Community,23 Religious,231 Church,1
2016,December,Hepburn,2 Community,24 Public Transport,242 Train Station,3
2016,December,Hepburn,2 Community,24 Public Transport,243 Railway Carpark,3
2016,December,Hepburn,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2016,December,Hepburn,2 Community,25 Other Transport,251 Private Car,1
2016,December,Hepburn,2 Community,25 Other Transport,254 Dock/Wharf,1
2016,December,Hepburn,2 Community,25 Other Transport,255 Carpark (Single Level),17
2016,December,Hepburn,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2016,December,Hepburn,2 Community,26 Justice,261 Police Station,6
2016,December,Hepburn,2 Community,27 Open Space,271 Parkland/Reserve,16
2016,December,Hepburn,2 Community,27 Open Space,272 Rural,8
2016,December,Hepburn,2 Community,27 Open Space,273 Vacant Block,32
2016,December,Hepburn,2 Community,27 Open Space,275 Other Open Space,12
2016,December,Hepburn,2 Community,28 Street/footpath,281 Street/Lane/Footpath,96
2016,December,Hepburn,2 Community,29 Other community location,291 Cemetery,2
2016,December,Hepburn,2 Community,29 Other community location,292 Civic Centre,2
2016,December,Hepburn,2 Community,29 Other community location,293 Gallery,1
2016,December,Hepburn,3 Other,31 Admin/professional,311 Business Office,6
2016,December,Hepburn,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2016,December,Hepburn,3 Other,32 Financial,323 ATM/Eftpos,1
2016,December,Hepburn,3 Other,33 Retail,3311 Restaurant/Fastfood,18
2016,December,Hepburn,3 Other,33 Retail,3312 Other Retail,27
2016,December,Hepburn,3 Other,33 Retail,332 Service Station,20
2016,December,Hepburn,3 Other,33 Retail,335 Supermarket,21
2016,December,Hepburn,3 Other,33 Retail,336 Department Store,1
2016,December,Hepburn,3 Other,33 Retail,337 Shopping Complex,1
2016,December,Hepburn,3 Other,33 Retail,338 Car Sales Yard,1
2016,December,Hepburn,3 Other,33 Retail,339 Milkbar,1
2016,December,Hepburn,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2016,December,Hepburn,3 Other,36 Manufacturing,362 Any Manufacturing,2
2016,December,Hepburn,3 Other,37 Agricultural,371 Farmland/Agricultural,7
2016,December,Hepburn,3 Other,37 Agricultural,372 Orchard,1
2016,December,Hepburn,3 Other,37 Agricultural,373 Other Agricultural,10
2016,December,Hepburn,3 Other,38 Recreational,381 Licensed Premises,13
2016,December,Hepburn,3 Other,38 Recreational,384 Sport Area/Facility,8
2016,December,Hepburn,3 Other,38 Recreational,385 Gaming Venue,1
2016,December,Hepburn,3 Other,38 Recreational,386 Other Rec./Sports,2
2016,December,Hepburn,3 Other,39 Other location,392 Other Location (Not Elsewhere),29
2016,December,Hepburn,3 Other,39 Other location,393 Construction Site,5
2016,December,Hindmarsh,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2016,December,Hindmarsh,1 Residential,11 Dwelling - private,112 House,142
2016,December,Hindmarsh,1 Residential,11 Dwelling - private,116 Ministry Of Housing,4
2016,December,Hindmarsh,1 Residential,11 Dwelling - private,117 Farm House,5
2016,December,Hindmarsh,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2016,December,Hindmarsh,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,132 Backyard,5
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,133 Frontyard,6
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,134 Garage,2
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,135 Shed,5
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2016,December,Hindmarsh,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,3
2016,December,Hindmarsh,2 Community,21 Education,211 School,8
2016,December,Hindmarsh,2 Community,21 Education,212 School Grounds,2
2016,December,Hindmarsh,2 Community,21 Education,213 Other Educational,2
2016,December,Hindmarsh,2 Community,22 Health,221 Hospital,1
2016,December,Hindmarsh,2 Community,22 Health,224 Other Health,1
2016,December,Hindmarsh,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2016,December,Hindmarsh,2 Community,25 Other Transport,251 Private Car,1
2016,December,Hindmarsh,2 Community,25 Other Transport,254 Dock/Wharf,1
2016,December,Hindmarsh,2 Community,25 Other Transport,255 Carpark (Single Level),4
2016,December,Hindmarsh,2 Community,26 Justice,261 Police Station,3
2016,December,Hindmarsh,2 Community,26 Justice,262 Court,4
2016,December,Hindmarsh,2 Community,27 Open Space,271 Parkland/Reserve,5
2016,December,Hindmarsh,2 Community,27 Open Space,272 Rural,3
2016,December,Hindmarsh,2 Community,27 Open Space,273 Vacant Block,1
2016,December,Hindmarsh,2 Community,27 Open Space,275 Other Open Space,1
2016,December,Hindmarsh,2 Community,28 Street/footpath,281 Street/Lane/Footpath,41
2016,December,Hindmarsh,2 Community,29 Other community location,292 Civic Centre,1
2016,December,Hindmarsh,3 Other,31 Admin/professional,311 Business Office,1
2016,December,Hindmarsh,3 Other,33 Retail,331 Chemist/Pharmacy,1
2016,December,Hindmarsh,3 Other,33 Retail,3311 Restaurant/Fastfood,39
2016,December,Hindmarsh,3 Other,33 Retail,3312 Other Retail,4
2016,December,Hindmarsh,3 Other,33 Retail,332 Service Station,2
2016,December,Hindmarsh,3 Other,33 Retail,335 Supermarket,2
2016,December,Hindmarsh,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2016,December,Hindmarsh,3 Other,37 Agricultural,373 Other Agricultural,1
2016,December,Hindmarsh,3 Other,38 Recreational,381 Licensed Premises,8
2016,December,Hindmarsh,3 Other,38 Recreational,384 Sport Area/Facility,4
2016,December,Hindmarsh,3 Other,38 Recreational,386 Other Rec./Sports,2
2016,December,Hindmarsh,3 Other,39 Other location,392 Other Location (Not Elsewhere),6
2016,December,Hobsons Bay,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,277
2016,December,Hobsons Bay,1 Residential,11 Dwelling - private,112 House,"1,668"
2016,December,Hobsons Bay,1 Residential,11 Dwelling - private,113 Bungalow,4
2016,December,Hobsons Bay,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,23
2016,December,Hobsons Bay,1 Residential,11 Dwelling - private,115 Houseboat,1
2016,December,Hobsons Bay,1 Residential,11 Dwelling - private,116 Ministry Of Housing,25
2016,December,Hobsons Bay,1 Residential,12 Dwelling  - non-private,121 Boarding House,8
2016,December,Hobsons Bay,1 Residential,12 Dwelling  - non-private,124 Nursing Home,5
2016,December,Hobsons Bay,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,12
2016,December,Hobsons Bay,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,10
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,132 Backyard,27
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,133 Frontyard,156
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,134 Garage,43
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,135 Shed,10
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,28
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),19
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,200
2016,December,Hobsons Bay,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,32
2016,December,Hobsons Bay,2 Community,21 Education,211 School,34
2016,December,Hobsons Bay,2 Community,21 Education,212 School Grounds,17
2016,December,Hobsons Bay,2 Community,21 Education,213 Other Educational,7
2016,December,Hobsons Bay,2 Community,22 Health,221 Hospital,3
2016,December,Hobsons Bay,2 Community,22 Health,222 Medical Centre,11
2016,December,Hobsons Bay,2 Community,22 Health,224 Other Health,6
2016,December,Hobsons Bay,2 Community,23 Religious,231 Church,2
2016,December,Hobsons Bay,2 Community,24 Public Transport,241 Train,27
2016,December,Hobsons Bay,2 Community,24 Public Transport,242 Train Station,228
2016,December,Hobsons Bay,2 Community,24 Public Transport,243 Railway Carpark,81
2016,December,Hobsons Bay,2 Community,24 Public Transport,245 Bus/Bus Stop,17
2016,December,Hobsons Bay,2 Community,24 Public Transport,246 Depot/Terminal,19
2016,December,Hobsons Bay,2 Community,24 Public Transport,247 Freight Yard,1
2016,December,Hobsons Bay,2 Community,24 Public Transport,249 Taxi,3
